date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:24:21	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Jun%202019%2009:54:22%20GMT	http://preview.uideck.com/items/thehunt/assets/css/owl.video.play.png	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/css/owl.video.play.png	(from http://preview.uideck.com/items/thehunt/assets/css/owl.carousel.min.css)
15:24:24	101788/101788	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225bbe16de-18d9c%22	http://preview.uideck.com/items/thehunt/assets/fonts/LineIcons.eot?ibaccn	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/fonts/LineIcons0ad2.eot	(from http://preview.uideck.com/items/thehunt/assets/css/line-icons.css)
15:24:25	6005/6005	---M--	200	added ('OK')	image/jpeg	etag:%225bbe169d-1775%22	http://preview.uideck.com/items/thehunt/assets/img/slider/bg-1.jpg	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/img/slider/bg-1.jpg	(from http://preview.uideck.com/items/thehunt/index-2.html)
15:24:25	101692/101692	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225bbe16db-18d3c%22	http://preview.uideck.com/items/thehunt/assets/fonts/LineIcons.woff?ibaccn	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/fonts/LineIcons0ad2.woff	(from http://preview.uideck.com/items/thehunt/assets/css/line-icons.css)
15:24:26	101616/101616	---M--	200	added ('OK')	application/octet-stream	etag:%225bbe16df-18cf0%22	http://preview.uideck.com/items/thehunt/assets/fonts/LineIcons.ttf?ibaccn	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/fonts/LineIcons0ad2.ttf	(from http://preview.uideck.com/items/thehunt/assets/css/line-icons.css)
15:24:29	51786/51786	---M--	200	added ('OK')	image/jpeg	etag:%225bbe16d5-ca4a%22	http://preview.uideck.com/items/thehunt/assets/img/banner1.jpg	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/img/banner1.jpg	(from http://preview.uideck.com/items/thehunt/assets/css/main.css)
15:24:35	62370/62370	---M--	200	added ('OK')	image/png	etag:%225bbe169f-f3a2%22	http://preview.uideck.com/items/thehunt/assets/img/slider/img-2.png	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/img/slider/img-2.png	(from http://preview.uideck.com/items/thehunt/index-2.html)
15:24:36	67369/67369	---M--	200	added ('OK')	image/png	etag:%225bbe16a0-10729%22	http://preview.uideck.com/items/thehunt/assets/img/slider/img-1.png	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/img/slider/img-1.png	(from http://preview.uideck.com/items/thehunt/index-2.html)
15:24:37	64855/64855	---M--	200	added ('OK')	image/png	etag:%225bbe169e-fd57%22	http://preview.uideck.com/items/thehunt/assets/img/slider/img-3.png	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/img/slider/img-3.png	(from http://preview.uideck.com/items/thehunt/index-2.html)
15:24:44	50509/50509	---M--	200	added ('OK')	image/jpeg	etag:%225bbe16d0-c54d%22	http://preview.uideck.com/items/thehunt/assets/img/catagories/img2.jpg	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/img/catagories/img2.jpg	(from http://preview.uideck.com/items/thehunt/index-2.html)
15:24:46	52830/52830	---M--	200	added ('OK')	image/jpeg	etag:%225bbe16cd-ce5e%22	http://preview.uideck.com/items/thehunt/assets/img/catagories/img4.jpg	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/img/catagories/img4.jpg	(from http://preview.uideck.com/items/thehunt/index-2.html)
15:24:47	67568/67568	---M--	200	added ('OK')	image/jpeg	etag:%225bbe16cf-107f0%22	http://preview.uideck.com/items/thehunt/assets/img/catagories/img3.jpg	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/img/catagories/img3.jpg	(from http://preview.uideck.com/items/thehunt/index-2.html)
15:24:52	50040/50040	---M--	200	added ('OK')	image/jpeg	etag:%225bbe16cc-c378%22	http://preview.uideck.com/items/thehunt/assets/img/catagories/img5.jpg	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/img/catagories/img5.jpg	(from http://preview.uideck.com/items/thehunt/index-2.html)
15:24:52	24839/24839	---M--	200	added ('OK')	image/png	etag:%225bbe16a6-6107%22	http://preview.uideck.com/items/thehunt/assets/img/product/img1.png	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/img/product/img1.png	(from http://preview.uideck.com/items/thehunt/index-2.html)
15:24:52	146696/146696	---M--	200	added ('OK')	image/jpeg	etag:%225bbe16d1-23d08%22	http://preview.uideck.com/items/thehunt/assets/img/catagories/img1.jpg	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/img/catagories/img1.jpg	(from http://preview.uideck.com/items/thehunt/index-2.html)
